i,claim,scores,average,std_dev,skipped
297,"Force the media to display, promote and report women’s sport equally to men’s sport.","[5, 5, 5, 5, 5]",5.0,0.0,0
298,Force think tanks to reveal all of their sources of funding,"[5, 4, 5, 4, 5]",4.6,0.24,0
299,Forced evictions are necessary for African cities to become global players.,"[1, 1, 1, 1, 1]",1.0,0.0,0
300,Forced marriage should be banned,"[5, 5, 5, 5, 5]",5.0,0.0,0
301,Foreign workers should be given the right to vote in local elections where they work,"[3, 3, 3, 4, 3]",3.2,0.16,0
302,Former colonial powers should pay reparations to former colonies,"[5, 5, 5, 5, 5]",5.0,0.0,0
303,France is right to intervene in Mali,"[3, 3, 4, 3, 3]",3.2,0.16,0
304,Free press is vital in democracy,"[5, 5, 5, 5, 5]",5.0,0.0,0
305,Fund education using a voucher scheme,"[1, 1, 5, 5, 1]",2.6,3.84,0
306,Fund needle exchanges,"[5, 5, 5, 5, 5]",5.0,0.0,0
307,"G20 protests – at best a waste of time, at worst a dangerous disruption","[2, 2, 1, 1, 1]",1.4,0.24,0
308,Gabon hosting the Africa Cup of Nations was a good thing,"[3, 3, 3, 3, 3]",3.0,0.0,0
309,Gambling must be banned,"[1, 1, 1, 1, 1]",1.0,0.0,0
310,Gay couples should be allowed to marry,"[5, 5, 5, 5, 5]",5.0,0.0,0
311,Gay marriage should be legal,"[5, 5, 5, 5, 5]",5.0,0.0,0
312,Gender Equality is Treating Men and Women in the Same Way,"[1, 2, 1, 3, 3]",2.0,0.8,0
313,Gender equality will not happen anytime soon,"[2, 2, 2, 1, 1]",1.6,0.24,0
314,Gender quotas in the EU are advantageous for the economies of member states,"[4, 4, 4, 3, 5]",4.0,0.4,0
315,Genetics is a defence to murder,"[1, 1, 1, 1, 1]",1.0,0.0,0
316,German prosecutors should investigate NSA surveillance of Angela Merkel,"[5, 4, 4, 5, 3]",4.2,0.56,0
317,German unification has been a success,"[5, 5, 2, 4, 4]",4.0,1.2,0
318,Ghana’s ban on smoking in public places is a model for Africa,"[4, 5, 4, 4, 5]",4.4,0.24,0
319,Global Warming is not an issue,"[1, 1, 1, 1, 1]",1.0,0.0,0
320,Goal line technology has to be adopted in football,"[5, 5, 5, 5, 5]",5.0,0.0,0
321,Golf is a Sport,"[4, 5, 4, 5, 4]",4.4,0.24,0
322,Google is the extremely reliable source of information,"[2, 3, 1, 3, 2]",2.2,0.56,0
323,Google shouldn’t censor its search results in China,"[5, 5, 5, 5, 5]",5.0,0.0,0
324,Gorbachev Was Responsible for The Collapse Of The USSR,"[5, 4, 2, 2, 4]",3.4,1.44,0
325,Gorbachev was a key player in the fall of the Berlin Wall,"[2, 4, 3, 3, 5]",3.4,1.04,0
326,Government must be Big and Beefy,"[1, 1, 1, 1, 1]",1.0,0.0,0
327,Government should be required to obtain warrants to access data that can be used to track an individual,"[4, 5, 5, 5, 5]",4.8,0.16,0
328,Governments Should Actively Promote Multiculturalism,"[4, 4, 5, 5, 5]",4.6,0.24,0
329,Governments Should Pay Compensation For Terrorist Atrocities Carried Out By Their Citizens,"[5, 5, 5, 5, 2]",4.4,1.44,0
330,Governments Should Put Wealth Redistribution Ahead Of Wealth Creation,"[1, 1, 1, 1, 1]",1.0,0.0,0
331,Governments Should Try To Reduce The Gap Between Their Richest And Poorest Citizens,"[5, 5, 5, 4, 4]",4.6,0.24,0
332,Governments be allowed to disrupt Internet service on grounds of national security.,"[1, 1, 1, 1, 2]",1.2,0.16,0
333,Governments of resource-rich nations should impose high taxes on mining and extraction,"[5, 5, 5, 5, 5]",5.0,0.0,0
334,Governments should ban the media from reporting hostage-taking,"[1, 1, 1, 1, 1]",1.0,0.0,0
335,Governments should introduce a flat tax,"[3, 4, 2, 4, 2]",3.0,0.8,0
336,Governments should lower the voting age to 16,"[4, 3, 5, 4, 4]",4.0,0.4,0
337,Governments should prioritise spending money on youth,"[4, 4, 4, 4, 4]",4.0,0.0,0
338,Governments should spend their way out of the recession,"[1, 2, 2, 1, 1]",1.4,0.24,0
339,Grant politicians immunity from prosecution,"[1, 1, 2, 1, 1]",1.2,0.16,0
340,Grant the EU a permanent seat on the UN Security Council,"[5, 5, 5, 3, 4]",4.4,0.64,0
341,Greece should default on its debt and return to the Drachma,"[1, 1, 1, 1, 1]",1.0,0.0,0
342,"Guinea-Bissau should not let itself be turned in to a front of the US’ ""war on drugs""","[5, 5, 5, 5, 5]",5.0,0.0,0
343,HIV/AIDS: There Should Be Compulsory Testing and Labeling of People with HIV,"[1, 1, 1, 1, 1]",1.0,0.0,0
344,Hacking Can Be Justified,"[1, 1, 1, 1, 1]",1.0,0.0,0
345,Handguns must be banned in Washington D.C.,"[5, 5, 5, 5, 5]",5.0,0.0,0
346,Hate crime 'enhancements' are unjust,"[5, 5, 1, 5, 5]",4.2,2.56,0
347,Hate speech on campus has to censored,"[1, 1, 1, 1, 1]",1.0,0.0,0
348,Have no elections rather than sham elections,"[5, 5, 5, 5, 5]",5.0,0.0,0
349,Healthy eating should be made mandatory,"[1, 1, 1, 1, 2]",1.2,0.16,0
350,Heavy drinkers should be denied liver transplants,"[1, 1, 1, 1, 5]",1.8,2.56,0
351,High taxes are necessary for an effective state,"[5, 5, 5, 5, 5]",5.0,0.0,0
352,Hillary Clinton would make a better president for America,"[3, 3, 3, 3, 3]",3.0,0.0,0
353,Historical Artefacts Should Be Repatriated to Their Country of Origin,"[5, 5, 5, 5, 5]",5.0,0.0,0
354,History as a subject in school is needed,"[4, 4, 4, 5, 5]",4.4,0.24,0
355,History has no place in the classroom,"[1, 1, 1, 1, 1]",1.0,0.0,0
356,Hold students legally responsible for bullying if it resulted in the victim's death,"[1, 5, 5, 5, 1]",3.4,3.84,0
357,Home Schooling Should Be Banned,"[1, 1, 1, 1, 1]",1.0,0.0,0
358,Homework is a waste of time,"[5, 1, 5, 1, 1]",2.6,3.84,0
359,Homework is beneficial,"[4, 4, 4, 5, 4]",4.2,0.16,0
360,Homework should be banned.,"[5, 5, 1, 5, 1]",3.4,3.84,0
361,Homework should have a limit,"[4, 3, 5, 2, 5]",3.8,1.36,0
362,Homosexuals should be able to adopt,"[4, 5, 4, 4, 4]",4.2,0.16,0
363,Hosting the Olympic Games is beneficial,"[4, 4, 5, 5, 5]",4.6,0.24,0
364,Hosting the Olympics is a good investment,"[2, 1, 1, 3, 1]",1.6,0.64,0
365,Hosting the world cup is beneficial,"[3, 3, 5, 4, 4]",3.8,0.56,0
366,Housewives Are More Responsible Mothers Than Working Women,"[1, 1, 1, 1, 1]",1.0,0.0,0
367,Housewives should be paid for their work,"[5, 5, 5, 5, 5]",5.0,0.0,0
368,Human Cloning has to be banned,"[1, 5, 5, 1, 5]",3.4,3.84,0
369,Human activity is primarily responsible for global climate change,"[5, 5, 5, 5, 5]",5.0,0.0,0
370,Humans should eat meat,"[3, 3, 3, 2, 1]",2.4,0.64,0
371,I believe in manned space flight,"[5, 3, 5, 5, 5]",4.6,0.64,0
372,I believe in the Right to be forgotten,"[4, 3, 4, 4, 3]",3.6,0.24,0
373,ID cards and the National Identity Register should be scrapped,"[5, 5, 5, 5, 2]",4.4,1.44,0
374,Illegal downloaders should be cut off from the internet,"[1, 1, 1, 1, 1]",1.0,0.0,0
375,Illegal immigrants must be given drivers licenses,"[3, 3, 2, 3, 3]",2.8,0.16,0
376,Immunity for head of state is a good idea,"[4, 5, 3, 5, 5]",4.4,0.64,0
377,Implent the Virtual Doctor Project in Zambia,"[3, 3, 3, 4, 4]",3.4,0.24,0
378,Improving access to contraception will lower the number of teenage pregnancies,"[5, 5, 5, 5, 5]",5.0,0.0,0
379,"In Parliamentary Democracies, A Change Of Prime Minister Should Automatically Trigger A General Election.","[1, 1, 2, 1, 1]",1.2,0.16,0
380,In a democracy all votes should be equal.,"[5, 5, 5, 5, 5]",5.0,0.0,0
381,"In the conflict between Israel and Palestine, a two-state solution is better justified than a one-state solution","[4, 4, 4, 4, 4]",4.0,0.0,0
382,Increased taxes are good for America,"[2, 3, 3, 5, 3]",3.2,0.96,0
383,India should give up Kashmir,"[1, 1, 1, 1, 1]",1.0,0.0,0
384,India’s Ban on the Satanic Verses is justified,"[1, 1, 1, 1, 1]",1.0,0.0,0
385,Indiscriminate NSA surveillance of the rest of the world hurts the United States,"[4, 2, 2, 4, 5]",3.4,1.44,0
386,Individuals have a moral obligation to assist people in need,"[5, 5, 5, 5, 5]",5.0,0.0,0
387,Individuals should be able to legally bypass copyright protection technologies for fair use reasons.,"[3, 3, 4, 4, 4]",3.6,0.24,0
388,Individuals who have committed atrocities in the Syrian Civil War should be investigated by the ICC,"[5, 5, 4, 5, 5]",4.8,0.16,0
389,Inheritance tax should be raised to 100% for everyone born in the UK,"[1, 1, 1, 1, 1]",1.0,0.0,0
390,Instant Replay Should Be Used in Major League Baseball,"[4, 4, 5, 4, 4]",4.2,0.16,0
391,Institute a mandatory retirement age,"[1, 1, 2, 1, 1]",1.2,0.16,0
392,Intellectual property rights have to be abolished,"[1, 1, 1, 1, 1]",1.0,0.0,0
393,International students are charged unfairly high tuition fees at UK universities,"[5, 5, 5, 5, 5]",5.0,0.0,0
394,Internet access is a human right,"[5, 5, 5, 4, 5]",4.8,0.16,0
395,Internet service providers should be allowed to block access to extremist websites,"[1, 5, 2, 3, 2]",2.6,1.84,0
396,Introduce year round schooling,"[1, 1, 1, 2, 1]",1.2,0.16,0
397,Invest in Renewable Technologies rather than Nuclear Power,"[5, 5, 5, 5, 5]",5.0,0.0,0
398,Islamic State/Daesh is the most significant threat to the west,"[1, 2, 2, 2, 2]",1.8,0.16,0
399,Israel should recognise the Palestinian right of return,"[1, 2, 1, 2, 1]",1.4,0.24,0
400,Israel should return to its pre-1967 borders,"[2, 2, 2, 2, 2]",2.0,0.0,0
401,Israel's 2008-2009 military operations against Gaza were justified,"[2, 2, 2, 2, 1]",1.8,0.16,0
402,It does matter where you go to university or college,"[5, 4, 5, 4, 5]",4.6,0.24,0
403,It is a good idea to build the Keystone XL pipeline,"[2, 2, 2, 2, 2]",2.0,0.0,0
404,It is a good idea to have a system of  participatory democracy,"[5, 5, 4, 5, 5]",4.8,0.16,0
405,It is a good idea to lease Crimea to Russia,"[1, 1, 1, 1, 1]",1.0,0.0,0
406,It is appropriate to build a muslim community center (aka the ''Ground Zero Mosque'') near the World Trade Center site ,"[3, 3, 3, 3, 3]",3.0,0.0,0
407,It is be ok to use racial profiling as part of airport security checks,"[1, 1, 1, 1, 1]",1.0,0.0,0
408,It is crucial to explore the universe,"[5, 5, 5, 5, 5]",5.0,0.0,0
409,It is crucial to support the development of a missile defence system,"[5, 5, 5, 5, 5]",5.0,0.0,0
410,It is fine to do random drug-testing in schools,"[2, 2, 2, 2, 2]",2.0,0.0,0
411,It is fine to kill one to save many,"[1, 2, 2, 2, 2]",1.8,0.16,0
412,It is good to gossip,"[1, 1, 1, 1, 1]",1.0,0.0,0
413,It is important to use a graduated response to combat unauthorised file-sharing of copyrighted material,"[2, 4, 4, 5, 4]",3.8,0.96,0
414,It is important to use foreign aid funds to research and distribute software that allows bloggers and journalists in non-democratic countries to evade censorship and conceal their online activities.,"[5, 5, 5, 5, 4]",4.8,0.16,0
415,It is morally permissible for victims to use deadly force as a deliberate response to repeated domestic violence,"[5, 5, 5, 5, 5]",5.0,0.0,0
416,It is necessary to offer increased aid to developing world countries that encourage and accept large influxes of immigrants,"[1, 2, 1, 1, 1]",1.2,0.16,0
417,It is selfish to have more than two children,"[2, 2, 2, 5, 1]",2.4,1.84,0
418,It is sometimes right for the government to restrict freedom of speech,"[2, 2, 2, 2, 2]",2.0,0.0,0
419,It is time to stop buying bottled water,"[5, 5, 5, 5, 5]",5.0,0.0,0
420,It is worth voting,"[4, 5, 5, 5, 5]",4.8,0.16,0
421,It is wrong to tolerate unjust laws,"[5, 5, 5, 5, 5]",5.0,0.0,0
422,It makes sense to drive to an out of town to a shopping centre,"[2, 4, 2, 3, 4]",3.0,0.8,0
423,It should be allowed to have military recruitment in schools,"[1, 2, 2, 1, 1]",1.4,0.24,0
424,It should be allowed to patent genes,"[1, 1, 1, 1, 1]",1.0,0.0,0
425,It should be compulsory for all mothers to breastfeed for the first six months of their babies lives,"[5, 1, 1, 2, 5]",2.8,3.36,0
426,Jerusalem should be divided,"[1, 3, 1, 2, 1]",1.6,0.64,0
427,Job applicants should have to disclose their spent criminal convictions,"[3, 5, 5, 5, 3]",4.2,0.96,0
428,Joe Calzaghe deserves to be recognized as one of the greatest boxers of all time,"[5, 5, 5, 5, 4]",4.8,0.16,0
429,Julian Assange is a journalist,"[4, 5, 4, 4, 4]",4.2,0.16,0
430,Junk Food Should Be Banned,"[1, 1, 1, 1, 1]",1.0,0.0,0
431,Keep the Sabbath as a Day of Rest,"[4, 5, 5, 5, 5]",4.8,0.16,0
432,Kill One to Save Many,"[1, 1, 1, 1, 1]",1.0,0.0,0
433,Labels on food must be mandated to encourage people to eat better,"[5, 5, 4, 5, 5]",4.8,0.16,0
434,Lack of Parental Guidance Is Mainly Responsible for Children Being Violent and Aggressive in School,"[2, 2, 2, 1, 1]",1.6,0.24,0
435,Lady Macbeth is the real driving force behind King Duncan’s murder in Shakespeare’s Macbeth,"[4, 5, 5, 5, 5]",4.8,0.16,0
436,Language does control thought,"[1, 1, 1, 1, 1]",1.0,0.0,0
437,Launching a military coup against a democratic government can be justified,"[1, 1, 1, 1, 1]",1.0,0.0,0
438,Leaders of countries that use extra-territorial rendition should be tried for war crimes,"[5, 5, 5, 5, 5]",5.0,0.0,0
439,Leaving the EU would increase British security,"[1, 1, 2, 1, 1]",1.2,0.16,0
440,Legal empowerment is provided for women through land titling,"[3, 4, 4, 4, 3]",3.6,0.24,0
441,Legalize sex work in order to make controls more feasible and effective to combat HIV/AIDS,"[4, 4, 4, 4, 4]",4.0,0.0,0
442,Lesotho should be annexed by South Africa,"[1, 1, 1, 1, 1]",1.0,0.0,0
443,Less time outdoors is severely detrimental to the physical and emotional wellbeing of children,"[5, 5, 5, 5, 5]",5.0,0.0,0
444,Liberal democracies are better at providing people’s needs than non-democracies.,"[4, 5, 4, 3, 4]",4.0,0.4,0
445,Limit the free speech rights of corporations that are granted legal personhood,"[5, 5, 1, 1, 1]",2.6,3.84,0
446,Long term cooperation between Russia and the United States is possible.,"[3, 3, 3, 2, 3]",2.8,0.16,0
447,Lowering the federal corporate income tax rate does create jobs,"[2, 2, 1, 2, 2]",1.8,0.16,0
448,Macs are better than PCs,"[1, 3, 1, 2, 1]",1.6,0.64,0
449,Major league baseball should continue to allow collisions at home plate,"[1, 1, 1, 1, 1]",1.0,0.0,0
450,Make all museums free of charge,"[5, 5, 5, 5, 5]",5.0,0.0,0
451,Make lessons in a foreign language compulsory for school pupils,"[4, 5, 4, 5, 4]",4.4,0.24,0
452,Make sex education mandatory in schools,"[4, 4, 4, 4, 4]",4.0,0.0,0
453,Make the raising of business and labour standards a prerequisite for developmental aid,"[5, 5, 5, 5, 5]",5.0,0.0,0
454,Make-up is bad for us,"[1, 1, 1, 1, 1]",1.0,0.0,0
455,Male infant circumcision is tantamount to child abuse,"[1, 1, 1, 1, 1]",1.0,0.0,0
456,Man made climate change is a myth,"[1, 1, 1, 1, 1]",1.0,0.0,0
457,Mandatory sentencing is fine.,"[1, 2, 2, 2, 2]",1.8,0.16,0
458,Marriage is an outdated institution,"[1, 1, 1, 3, 3]",1.8,0.96,0
459,Maths should be a compulsory subject at GCSE,"[5, 5, 5, 4, 5]",4.8,0.16,0
460,Media reporting on violent crimes should be restricted,"[1, 1, 1, 1, 1]",1.0,0.0,0
461,Men are the key to family planning in Uganda,"[1, 1, 1, 1, 1]",1.0,0.0,0
462,Mexican culture was incurably damaged by the introduction of Christianity,"[1, 1, 1, 1, 1]",1.0,0.0,0
463,Military action to intervene during atrocities without United Nations Security Council approval can be legal,"[1, 5, 1, 1, 1]",1.8,2.56,0
464,"Mind Sports Such as Chess, Quizzing and Debating Should Be Olympic Sports","[3, 5, 3, 5, 4]",4.0,0.8,0
465,Minors Should Be Able to Obtain Abortions Without Parental Consent,"[4, 3, 4, 4, 4]",3.8,0.16,0
466,Mixed Martial Arts (UFC) is a form of human cockfighting,"[1, 1, 1, 1, 1]",1.0,0.0,0
467,Money Is the Root of All Evil,"[1, 2, 1, 1, 1]",1.2,0.16,0
468,Money undermines sport’s values,"[5, 5, 5, 1, 5]",4.2,2.56,0
469,More gun control laws should be enacted,"[4, 4, 4, 5, 4]",4.2,0.16,0
470,Mossad should carry out extrajudicial killings,"[1, 1, 1, 1, 1]",1.0,0.0,0
471,Most people are a little bit gay,"[3, 1, 3, 1, 3]",2.2,0.96,0
472,Music That Glorifies Crime Should Be Banned,"[1, 2, 1, 1, 1]",1.2,0.16,0
473,Music containing lyrics that glorify violent and criminal lifestyles should be banned,"[2, 1, 1, 1, 1]",1.2,0.16,0
474,Music should be free for all,"[1, 5, 5, 5, 5]",4.2,2.56,0
475,Music that glorifies violence against women should be banned,"[5, 4, 5, 5, 3]",4.4,0.64,0
476,NATO countries and the government of Afghanistan should negotiate a power-sharing deal with the Taliban,"[3, 3, 3, 4, 3]",3.2,0.16,0
477,NATO has succeeded in Afghanistan,"[1, 2, 2, 2, 2]",1.8,0.16,0
478,National service should be re-introduced,"[3, 3, 4, 3, 4]",3.4,0.24,0
479,Nations of the world should increase protection of the economic and social rights of migrants,"[4, 5, 5, 4, 5]",4.6,0.24,0
480,Neil Armstrong did actually walk on the Moon,"[5, 5, 5, 5, 5]",5.0,0.0,0
481,Neo-functionalism explains the integration of the European Union,"[2, 4, 5, 4, 4]",3.8,0.96,0
482,Net Neutrality – All Internet Traffic Should Be Treated Equally,"[5, 5, 3, 5, 5]",4.6,0.64,0
483,Net neutrality should be restored,"[4, 4, 4, 4, 4]",4.0,0.0,0
484,New York City has the right to regulate the size of sodas bought on the market,"[4, 5, 5, 4, 4]",4.4,0.24,0
485,New prisons need to be built to ease overcrowding,"[4, 4, 4, 4, 4]",4.0,0.0,0
486,News organisations should be free to exclude news of homosexuality where it causes offence to their viewers,"[1, 1, 1, 1, 1]",1.0,0.0,0
487,Newspapers Are a Thing of the Past,"[1, 5, 1, 1, 1]",1.8,2.56,0
488,Newspapers belong to the past,"[5, 5, 5, 5, 5]",5.0,0.0,0
489,Nollywood could be an effective instrument to change perceptions of Africa,"[5, 5, 4, 4, 5]",4.6,0.24,0
490,Nuclear technology must be adopted,"[5, 5, 5, 5, 5]",5.0,0.0,0
491,"Obese people, in countries with a national health service, should face higher taxes","[1, 1, 1, 1, 1]",1.0,0.0,0
492,Obesity is a disease,"[5, 5, 5, 5, 4]",4.8,0.16,0
493,Offshoring is a good idea,"[3, 3, 3, 3, 3]",3.0,0.0,0
494,Oil Companies Should Not Be Allowed To Drill Offshore,"[5, 5, 5, 5, 5]",5.0,0.0,0
495,Online Shopping Is Better Than Offline Shopping,"[5, 4, 5, 5, 5]",4.8,0.16,0
496,Online education does more good than harm,"[4, 5, 4, 4, 5]",4.4,0.24,0
497,Online gambling has to be banned,"[1, 1, 1, 1, 1]",1.0,0.0,0
498,Only buildings that are historically important should be preserved,"[1, 1, 2, 2, 1]",1.4,0.24,0
499,Open primaries are the most effective method of selecting candidates for elections,"[3, 3, 3, 3, 3]",3.0,0.0,0
500,Opinion polls harm the democratic process,"[1, 1, 5, 1, 1]",1.8,2.56,0
501,PHILOSOPHY – Utilitarianism isn’t as fair as it initially seems,"[1, 2, 2, 2, 2]",1.8,0.16,0
502,Paparazzi and press intrude too much into celebrities lives,"[5, 5, 5, 5, 5]",5.0,0.0,0
503,Parents have to be allowed to monitor their children's online and mobile communications,"[5, 5, 5, 5, 5]",5.0,0.0,0
504,Parents of obese children be prosecuted with neglect,"[1, 1, 1, 1, 1]",1.0,0.0,0
505,Parents or other adults should be able to ban books from schools and libraries.,"[1, 2, 1, 2, 2]",1.6,0.24,0
506,Parents should be able to choose the sex of their children,"[2, 2, 2, 2, 3]",2.2,0.16,0
507,Parents should be allowed to genetically screen foetuses for heritable diseases,"[5, 5, 5, 4, 4]",4.6,0.24,0
508,Parents should be held responsible for their school-going children's discipline problems,"[5, 5, 5, 5, 5]",5.0,0.0,0
509,Parents should have the right to do background checks on those looking after their children,"[5, 5, 5, 4, 5]",4.8,0.16,0
510,Parents should introduce children to alcohol (in moderation) at an early age,"[3, 3, 3, 3, 3]",3.0,0.0,0
511,Parents should not allow young people to live at home again after graduating,"[1, 5, 1, 5, 1]",2.6,3.84,0
512,Partial birth abortions should be banned,"[5, 5, 2, 1, 2]",3.0,2.8,0
513,Patents on life-saving drugs should be bypassed,"[5, 5, 5, 5, 5]",5.0,0.0,0
514,Pay state school teachers based on merit,"[1, 2, 2, 2, 1]",1.6,0.24,0
515,Penalise religious hate speech,"[4, 4, 4, 5, 4]",4.2,0.16,0
516,Pensions should be privatised,"[1, 1, 1, 1, 1]",1.0,0.0,0
517,People on job seekers allowance who refuse a job should lose their benefits,"[5, 5, 5, 5, 1]",4.2,2.56,0
518,People should be allowed to do what they want to their own bodies,"[4, 5, 5, 5, 5]",4.8,0.16,0
519,People should be allowed to sell their own organs,"[3, 5, 5, 5, 3]",4.2,0.96,0
520,People should become vegetarian,"[4, 5, 4, 5, 5]",4.6,0.24,0
521,People should have a right to private education,"[4, 3, 5, 3, 5]",4.0,0.8,0
522,People should have the right to die,"[3, 3, 4, 3, 3]",3.2,0.16,0
523,People should lose their jobs for saying the wrong thing,"[1, 1, 1, 1, 1]",1.0,0.0,0
524,Performing tests on animals must be banned,"[5, 5, 5, 5, 5]",5.0,0.0,0
525,Persistent Bullies Should be Expelled,"[5, 5, 5, 5, 5]",5.0,0.0,0
526,Personality is more important than ability,"[2, 2, 2, 1, 2]",1.8,0.16,0
527,Physical Chastisement of Children Should Be Illegal,"[5, 5, 5, 5, 5]",5.0,0.0,0
528,Physical Education In Schools Should Be Compulsory,"[5, 5, 5, 5, 5]",5.0,0.0,0
529,Place Cameras in Courtrooms to Televise Court Cases,"[5, 3, 5, 2, 5]",4.0,1.6,0
530,Plastic Bags should be banned,"[5, 5, 5, 5, 5]",5.0,0.0,0
531,Playoffs must be implemented in collegiate level american football,"[3, 5, 5, 5, 5]",4.6,0.64,0
532,Poetry should not be taught in schools,"[1, 1, 1, 1, 1]",1.0,0.0,0
533,Police Service Should Be Armed (UK),"[3, 1, 5, 5, 2]",3.2,2.56,0
534,Police body cameras should be allowed,"[4, 5, 5, 4, 4]",4.4,0.24,0
535,Polls are accurate predictors of election results,"[2, 3, 3, 2, 3]",2.6,0.24,0
536,Polygamous Marriage Should Be Recognised,"[4, 4, 3, 3, 4]",3.6,0.24,0
537,Poorer Countries Should Abandon Free Trade Agreements,"[1, 1, 1, 1, 1]",1.0,0.0,0
538,Positive Discrimination Towards Women in Society Is Justified,"[4, 4, 4, 4, 5]",4.2,0.16,0
539,Positive discrimination has to be used to increase diversity in university,"[5, 5, 5, 5, 5]",5.0,0.0,0
540,Positive discrimination must be used to put more women in parliament,"[5, 5, 5, 5, 5]",5.0,0.0,0
541,Post Office Should Be Privatized,"[1, 1, 1, 1, 1]",1.0,0.0,0
542,Post conflict peace cannot be sustained without impartial justice,"[5, 5, 5, 5, 5]",5.0,0.0,0
543,Poverty is the most important security issue facing Africa,"[5, 5, 4, 5, 4]",4.6,0.24,0
544,Power only has two dimensions,"[1, 1, 1, 1, 1]",1.0,0.0,0
545,Pre-nuptial agreements should not be recognised in divorce courts,"[1, 1, 1, 1, 1]",1.0,0.0,0
546,Prescription drugs are overpriced,"[5, 4, 5, 5, 2]",4.2,1.36,0
547,Prescription drugs should be advertised directly to consumers,"[2, 1, 1, 1, 2]",1.4,0.24,0
548,Prioritize eliminating the budget deficit over increasing domestic spending,"[5, 5, 5, 5, 5]",5.0,0.0,0
549,Prisoners Should Be Used For Medical Experiments Without Consent,"[1, 1, 1, 1, 1]",1.0,0.0,0
550,Privacy Online is Important,"[5, 5, 5, 5, 5]",5.0,0.0,0
551,Private universities in the UK must be encouraged,"[4, 5, 4, 4, 4]",4.2,0.16,0
552,Professional sportsmen must be required to represent their countries at the international level,"[1, 1, 1, 1, 1]",1.0,0.0,0
553,Prohibit retailers from selling certain items at a loss as a marketing device.,"[1, 1, 1, 2, 1]",1.2,0.16,0
554,Promote safe sex through education at schools,"[4, 4, 5, 4, 4]",4.2,0.16,0
555,Proportional representation is necessary.,"[4, 3, 5, 3, 4]",3.8,0.56,0
556,Prosecutions help the healing process,"[3, 3, 4, 5, 4]",3.8,0.56,0
557,Prostitution Should Be Legal,"[3, 3, 3, 3, 3]",3.0,0.0,0
558,Prostitution has to be legalised,"[3, 3, 3, 3, 3]",3.0,0.0,0
559,Prostitution should be legalised to protect sex workers from HIV/AIDS,"[4, 4, 4, 4, 4]",4.0,0.0,0
560,Protect braille out of respect for free speech,"[5, 5, 4, 5, 5]",4.8,0.16,0
561,Provide breakfast for all school students,"[5, 5, 5, 5, 5]",5.0,0.0,0
562,Provision of higher education must be funded by taxing graduates,"[1, 1, 1, 1, 1]",1.0,0.0,0
563,Public Transport Should Be Free,"[5, 5, 5, 5, 5]",5.0,0.0,0
564,Public health concerns justify compulsory immunization,"[5, 5, 5, 5, 5]",5.0,0.0,0
565,Public high school students in the United States ought not be required to pass standardized exit exams to graduate,"[5, 5, 3, 2, 3]",3.6,1.44,0
566,Puerto Rico should seek American statehood,"[4, 4, 4, 5, 5]",4.4,0.24,0
567,Put taxes/revenue from oil into a trust fund independent of politicians influence,"[5, 5, 5, 5, 5]",5.0,0.0,0
568,Quebec should secede from Canada,"[3, 3, 3, 3, 3]",3.0,0.0,0
569,Racial quotas must be set in South African rugby,"[1, 5, 5, 5, 5]",4.2,2.56,0
570,Rail travel is the best mode of transport for the future,"[5, 3, 3, 3, 5]",3.8,0.96,0
571,Rain Man is such a bad image of autism,"[1, 1, 5, 1, 2]",2.0,2.4,0
572,Raise The School Leaving Age To 18,"[5, 4, 4, 4, 4]",4.2,0.16,0
573,Raise the school leaving age to 18,"[4, 4, 5, 5, 4]",4.4,0.24,0
574,Reality TV has gone too far,"[5, 2, 3, 3, 2]",3.0,1.2,0
575,Reality TV shows are an important part of popular culture today.,"[4, 4, 4, 4, 4]",4.0,0.0,0
576,Receiving multiple vaccines are safe,"[5, 5, 5, 5, 5]",5.0,0.0,0
577,Recognise Kosovo as an independent state,"[4, 5, 5, 5, 4]",4.6,0.24,0
578,Recreational marijuana should be legal,"[4, 3, 4, 4, 3]",3.6,0.24,0
579,Refusing to stand for the National Anthem is an appropriate form of protest.,"[4, 4, 4, 4, 4]",4.0,0.0,0
580,Reheat tea in the microwave,"[1, 1, 2, 1, 1]",1.2,0.16,0
581,Religion In Itself Is A Purely Positive Force In The World,"[1, 2, 1, 1, 1]",1.2,0.16,0
582,Religion does more harm than good,"[1, 5, 1, 1, 1]",1.8,2.56,0
583,Religion is not necessary,"[1, 5, 5, 5, 5]",4.2,2.56,0
584,Religions Should Not Qualify as Charities,"[5, 1, 1, 5, 1]",2.6,3.84,0
585,Religious education Should be a part of the School curriculum,"[5, 4, 4, 5, 5]",4.6,0.24,0
586,Religious freedom abroad should be one of the primary foreign policy concerns for any country,"[4, 4, 5, 5, 5]",4.6,0.24,0
587,Religious symbols in public buildings must be banned,"[1, 3, 5, 5, 5]",3.8,2.56,0
588,Remotely Controlled Weapons Systems Should Not Be Used In Combat,"[5, 5, 1, 5, 1]",3.4,3.84,0
589,Remove Bush tax cuts for the wealthy,"[4, 4, 4, 4, 4]",4.0,0.0,0
590,Remove the requirement for Catholic Priests to take a vow of celibacy,"[4, 2, 4, 3, 4]",3.4,0.64,0
591,"Remove the words ""under God"" from the American Pledge of Allegiance","[1, 5, 3, 5, 2]",3.2,2.56,0
592,Replace aid with remittances,"[1, 1, 1, 3, 3]",1.8,0.96,0
